,Ticker,CIK,Name,SIC,Year_end
443,AWK,1410636,"American Water Works Company, Inc. ",4941,1231
444,EGRNY,1595085,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
445,GELYY,1474968,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
446,CKHUY,1637120,"Citibank,N.A./ADR ",NaN,1231
447,LBRDA,1611983,"GCI LIBERTY, INC. ",4813,1231
448,BBVA,842180,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A. ",6029,1231
449,HPQ,47217,HP INC ,3570,1031
450,SLB,87347,SCHLUMBERGER LIMITED/NV ,1389,1231
451,YAHOY,1446437,Yahoo! Japan Corp ,NaN,0331
452,KBCSY,1411133,KBC Group NV ,NaN,1231
453,BSBR,1471055,Banco Santander ,6029,1231
454,ASAZY,1253493,ASSA ABLOY AB ,NaN,NaN
455,WCN,1318220,"Waste Connections, Inc. ",4953,1231
456,ANSS,1013462,ANSYS INC ,7372,1231
457,GLW,24741,CORNING INC /NY ,3357,1231
458,PANW,1327567,Palo Alto Networks Inc ,3577,0731
459,TDOC,1477449,"Teladoc Health, Inc. ",8011,1231
460,CJPRY,1334687,CENTRAL JAPAN RAILWAY CO ,8880,NaN
461,MCK,927653,MCKESSON CORP ,5122,0331
462,FAST,815556,FASTENAL CO ,5200,1231
463,CTVA,1755672,"Corteva, Inc. ",0100,1231
464,CHWY,1766502,MORGAN STANLEY ,6211,1231
465,TME,1744676,Tencent Music Entertainment Group ,4832,1231
466,RWEOY,939380,RWE AG                                                  /FI ,NaN,NaN
467,LYB,1489393,LyondellBasell Industries N.V. ,2860,1231
468,DHI,882184,HORTON D R INC /DE/ ,1531,0930
469,MTD,1037646,METTLER TOLEDO INTERNATIONAL INC/ ,3826,1231
470,SIRI,908937,SIRIUS XM HOLDINGS INC. ,4832,1231
471,ADM,7084,Archer-Daniels-Midland Co ,2070,1231
472,WELL,766704,WELLTOWER INC. ,6798,1231
473,LUV,92380,SOUTHWEST AIRLINES CO ,4512,1231
474,AME,1037868,AMETEK INC/ ,3823,1231
475,FMX,1061736,MEXICAN ECONOMIC DEVELOPMENT INC ,2086,1231
476,DDOG,1561550,"Datadog, Inc. ",7372,1231
477,HRL,48465,HORMEL FOODS CORP /DE/ ,2011,1025
478,CPRT,900075,COPART INC ,5500,0731
479,PSX,1534701,Phillips 66 ,2911,1231
480,ALXN,899866,"ALEXION PHARMACEUTICALS, INC. ",2834,1231
481,BFA,14693,BROWN FORMAN CORP ,2080,0430
482,RNG,1384905,"RingCentral, Inc. ",7374,1231
483,EOG,821189,EOG RESOURCES INC ,1311,1231
484,PDYPY,1627168,Paddy Power plc/ADR ,NaN,1231
485,WLTW,1140536,WILLIS TOWERS WATSON PLC ,6411,1231
486,AZO,866787,AUTOZONE INC ,5531,0829
487,SLF,1097362,SUN LIFE FINANCIAL INC ,6311,1231
488,ARZGY,1379235,BANK OF NEW YORK / ADR DIVISION ,8880,NaN
489,BGNE,1651308,"BeiGene, Ltd. ",2834,1231
490,WIT,1123799,WIPRO LTD ,7371,0331
491,RPRX,1802768,Royalty Pharma plc ,2834,1231
492,ED,1047862,CONSOLIDATED EDISON CO OF NEW YORK INC ,4931,1231
493,ZG,1617640,"ZILLOW GROUP, INC. ",7389,1231
494,CLX,21076,CLOROX CO /DE/ ,2842,0630
495,NTR,1725964,Nutrien Ltd. ,2870,1231
496,MPC,1510295,Marathon Petroleum Corp ,2911,1231
497,KR,56873,KROGER CO ,5411,0130
498,YUMC,1673358,"Yum China Holdings, Inc. ",5812,1231
499,KHNGY,1451287,Kuehne & Nagel International AG / ADR ,NaN,NaN
500,CNQ,1017413,CANADIAN NATURAL RESOURCES LTD ,1311,1231
501,SZKMY,1263521,SUZUKI MOTOR CORP ,NaN,0331
502,DTE,936340,DTE ENERGY CO ,4911,1231
503,NWG,844150,NatWest Group plc ,6029,1231
504,CHA,1191255,CHINA TELECOM CORP LTD ,4813,NaN
505,FMS,1333141,Fresenius Medical Care AG & Co. KGaA ,8090,NaN
506,CODYY,1012037,COMPAGNIE DE SAINT GOBAIN ,NaN,1231
507,W,1616707,Wayfair Inc. ,5961,1231
508,SPG,1063761,SIMON PROPERTY GROUP INC /DE/ ,6798,1231
509,WMB,107263,"WILLIAMS COMPANIES, INC. ",4922,1231
510,MKC,63754,MCCORMICK & CO INC ,2090,1130
511,STT,93751,STATE STREET CORP ,6022,1231
512,PCG,1004980,PACIFIC GAS & ELECTRIC Co ,4931,1231
513,FNV,1456346,FRANCO NEVADA Corp ,1040,1231
514,TU,868675,TELUS CORP ,4812,1231
515,DAL,27904,"DELTA AIR LINES, INC. ",4512,1231
516,AONNY,1300175,"AEON CO., LTD. ",8880,NaN
517,ODFL,878927,"OLD DOMINION FREIGHT LINE, INC. ",4213,1231
518,EIX,827052,EDISON INTERNATIONAL ,4911,1231
519,SAXPY,1436778,Sampo OYJ ,NaN,NaN
520,FTV,1659166,Fortive Corp ,3823,1231
521,DIA,1041130,SPDR DOW JONES INDUSTRIAL AVERAGE ETF TRUST ,NaN,1231
522,EJPRY,1093028,EAST JAPAN RAILWAY CO                                   /FI ,NaN,NaN
523,AVB,915912,AVALONBAY COMMUNITIES INC ,6798,1231
524,GMAB,1434265,GENMAB A/S ,2834,NaN
525,HAITY,1553473,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
526,DFS,1393612,Discover Financial Services ,6141,1231
527,SU,311337,SUNCOR ENERGY INC ,2911,1231
528,ZTCOY,1445156,ZTE CORP ,NaN,NaN
529,ZLNDY,1638747,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
530,LEN,920760,LENNAR CORP /NEW/ ,1520,1130
531,RCI,733099,ROGERS COMMUNICATIONS INC ,4841,1231
532,SWKS,4127,"SKYWORKS SOLUTIONS, INC. ",3674,1002
533,MGDDY,896076,MICHELIN COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN /FI ,8880,1231
534,IBKR,1381197,"Interactive Brokers Group, Inc. ",6211,1231
535,BNTX,1776985,BioNTech SE ,2836,1231
536,FRC,1132979,VANGUARD GROUP INC ,NaN,1231
537,TSN,100493,"TYSON FOODS, INC. ",2015,1003
538,GWW,277135,"W.W. GRAINGER, INC. ",5000,1231
539,PAYC,1590955,"Paycom Software, Inc. ",7372,1231
540,OTSKY,1544613,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
541,ETP-PC,1161154,"Energy Transfer Operating, L.P. ",4610,1231
542,VRSN,1014473,VERISIGN INC/CA ,7371,1231
543,CGEMY,1084656,CAP GEMINI SA ,8880,NaN
544,PPL,922224,KENTUCKY UTILITIES CO ,4911,1229
545,EC,1444406,ECOPETROL S.A. ,1311,1231
546,DLTR,935703,"DOLLAR TREE, INC. ",5331,0130
547,K,55067,KELLOGG CO ,2040,1228
548,XP,1787425,XP Inc. ,6211,1231
549,COUP,1385867,Coupa Software Inc ,7372,0131
550,CERN,804753,CERNER Corp ,7373,1231
551,TLK,1001807,PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK ,4813,1231
552,AJG,354190,Arthur J. Gallagher & Co. ,6411,1231
553,EQR,906107,EQUITY RESIDENTIAL ,6798,1231
554,GCTAY,1158089,GAMESA S A /FI ,NaN,NaN
555,CABHF,1436647,Carlsberg AS ,NaN,1210
556,MPLX,1552000,MPLX LP ,4610,1231
557,ARE,1035443,"ALEXANDRIA REAL ESTATE EQUITIES, INC. ",6798,1231
558,KEYS,1601046,"Keysight Technologies, Inc. ",3823,1031
559,YNDX,1513845,Yandex N.V. ,7370,NaN
560,DB,1159508,DEUTSCHE BANK AKTIENGESELLSCHAFT ,6022,1231
561,GASNY,1269920,GAS NATURAL SDG SA ,4932,1231
562,KKR,1404912,KKR & Co. Inc. ,6282,1231
563,BAESY,895564,BAE SYSTEMS PLC /FI/ ,NaN,1231
564,GRMN,1121788,GARMIN LTD ,3812,1226
565,TYIDY,1130894,TOYOTA INDUSTRIES CORP /FI ,NaN,NaN
566,ETR,65984,ENTERGY CORP /DE/ ,4911,1231
567,GBERY,1179029,GEBERIT AG ,NaN,NaN
568,MDY,936958,SPDR S&P MIDCAP 400 ETF TRUST ,NaN,1231
569,FLT,1175454,FLEETCOR TECHNOLOGIES INC ,7389,1231
570,MXIM,743316,MAXIM INTEGRATED PRODUCTS INC ,3674,0626
571,SGSOY,1069347,SGS SOCIETE GENERALE DE SURVEILLANCE HOLDING SA         /FI ,NaN,NaN
572,WY,106535,WEYERHAEUSER CO ,6798,1231
573,NOK,924613,NOKIA CORP ,3663,1231
574,TEF,814052,TELEFONICA S A ,4813,1231
575,O,726728,REALTY INCOME CORP ,6798,1231
576,CHD,313927,CHURCH & DWIGHT CO INC /DE/ ,2840,1231
577,GWLIF,850918,GREAT-WEST LIFECO INC. ,6311,1231
578,AMP,820027,AMERIPRISE FINANCIAL INC ,6282,1231
579,STNE,1745431,StoneCo Ltd. ,7374,1231
580,EFX,33185,EQUIFAX INC ,7320,1231
581,PPERY,1461748,PT Bank Mandiri ,NaN,NaN
582,VLO,1035002,VALERO ENERGY CORP/TX ,2911,1231
583,ABC,1140859,AMERISOURCEBERGEN CORP ,5122,0930
584,WST,105770,WEST PHARMACEUTICAL SERVICES INC ,3060,1231
585,PUGOY,908829,PEUGEOT S A /FI ,8880,NaN
586,SMNNY,1640117,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
587,VIAC,813828,ViacomCBS Inc. ,4833,1231
588,ANET,1596532,"Arista Networks, Inc. ",3576,1231
589,MAPT,1697935,"MAPTELLIGENT, INC. ",4700,1231
590,WEICY,1452191,"Weichai Power Co., Ltd. / ADR ",NaN,1231
591,POAHY,1450346,Porsche Automobil Holding SE / ADR ,NaN,NaN
592,SSMXY,1517231,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
593,NDAQ,1120193,"NASDAQ, INC. ",6200,1231
594,UCBJY,1290640,UCB S.A. ,2834,1231
595,MTSFY,1446641,Mitsui Fudosan Co Ltd ,NaN,0331
596,RYAAY,1038683,RYANAIR HOLDINGS PLC ,4512,0331
597,MKTX,1278021,MARKETAXESS HOLDINGS INC ,6211,1231
598,NET,1477333,"Cloudflare, Inc. ",7372,1231
599,BILI,1723690,Bilibili Inc. ,7374,1231
600,TCOM,1269238,Trip.com Group Ltd ,7389,1231
601,FRRVY,1438571,CINTRA Concesiones de Infraestructuras ,NaN,NaN
602,SVNLY,1448613,Svenska Handelsbanken AB ,NaN,NaN
603,THLLY,1722401,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
604,AKZOY,3124,AKZO NOBEL NV ,2800,1231
605,CBRE,1138118,"CBRE GROUP, INC. ",6500,1231
606,NRILY,1179493,NOMURA RESEARCH INSTITUTE LTD ,NaN,NaN
607,CCEP,1650107,COCA-COLA EUROPEAN PARTNERS plc ,2086,1231
608,NTRS,73124,NORTHERN TRUST CORP ,6022,1231
609,AEE,1002910,AMEREN CORP ,4931,1231
610,LH,920148,LABORATORY CORP OF AMERICA HOLDINGS ,8071,1231
611,IP,51434,INTERNATIONAL PAPER CO /NEW/ ,2621,1231
612,DKNG,1772757,DraftKings Inc. ,7990,1231
613,TLPFY,1450682,Teleperformance SA / ADR ,NaN,NaN
614,IMBBY,1072670,IMPERIAL TOBACCO GROUP PLC ,2100,0930
615,CAJ,16988,CANON INC ,3861,1231
616,ZBRA,877212,ZEBRA TECHNOLOGIES CORP ,3560,1231
617,CHU,1113866,CHINA UNICOM ,4812,1231
618,TTWO,946581,TAKE TWO INTERACTIVE SOFTWARE INC ,7372,0331
619,FTNT,1262039,"Fortinet, Inc. ",3577,1231
620,CCL,815097,CARNIVAL CORP ,4400,1130
621,CDW,1402057,CDW Corp ,5961,1231
622,SBHMY,1604982,BANK OF NEW YORK / ADR DIVISION ,8880,NaN
623,BKR,1701605,Baker Hughes Co ,3533,1231
624,FTS,1666175,Fortis Inc. ,4911,1231
625,ASHTY,1518258,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
626,EPAM,1352010,"EPAM Systems, Inc. ",7371,1231
627,AMCR,1748790,Amcor plc ,3990,0630
628,IX,1070304,ORIX CORP ,6159,0331
629,CQP,1383650,"Cheniere Energy Partners, L.P. ",4924,1231
630,VMC,1396009,Vulcan Materials CO ,1400,1231
631,ROL,84839,ROLLINS INC ,7340,1231
632,FOJCY,1436740,Fortum OYJ ,NaN,NaN
633,IR,1699150,Ingersoll Rand Inc. ,3560,1231
634,FITB,35527,FIFTH THIRD BANCORP ,6022,1231
635,PPCCY,1446747,PICC Property & Casualty Co Ltd ,NaN,1231
636,ZS,1713683,"Zscaler, Inc. ",7371,0731
637,SIVB,719739,SVB FINANCIAL GROUP ,6022,1231
638,WPM,1323404,Wheaton Precious Metals Corp. ,1040,1231
639,VTR,740260,"Ventas, Inc. ",6798,1231
640,CGHLY,1550635,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
641,MGA,749098,MAGNA INTERNATIONAL INC ,3714,1231
642,SNMRY,1437771,Snam Rete Gas SpA ,NaN,NaN
643,QSR,1618756,Restaurant Brands International Inc. ,5812,1231
644,GIB,1061574,CGI INC ,8742,0930
645,HOLX,859737,HOLOGIC INC ,3844,0928
646,TRU,1552033,TransUnion ,7320,1231
647,ATUS,1702780,"Altice USA, Inc. ",4841,1231
648,INCY,879169,INCYTE CORP ,8731,1231
649,DISH,1001082,DISH Network CORP ,4841,1231
650,DOV,29905,DOVER Corp ,3530,1231
651,COO,711404,"COOPER COMPANIES, INC. ",3851,1031
652,KSU,54480,KANSAS CITY SOUTHERN ,4011,1231
653,JHX,1159152,James Hardie Industries plc ,3272,0331
654,TER,97210,"TERADYNE, INC ",3825,1231
655,CAG,23217,CONAGRA BRANDS INC. ,2000,0531
656,GRFS,1438569,Grifols SA ,2834,NaN
657,SSNC,1402436,SS&C Technologies Holdings Inc ,7372,1231
658,SYF,1601712,Synchrony Financial ,6199,1231
659,EXPE,1324424,"Expedia Group, Inc. ",4700,1231
660,TLSNY,1169870,TURKCELL ILETISIM HIZMETLERI A S ,4813,1231
661,PODD,1145197,INSULET CORP ,3841,1231
662,CMS,811156,CMS ENERGY CORP ,4931,1231
663,TFX,96943,TELEFLEX INC ,3841,1231
664,IAU,1278680,ISHARES GOLD TRUST ,6221,1231
665,MT,1243429,ArcelorMittal ,3312,1231
666,BIO,12208,"BIO-RAD LABORATORIES, INC. ",3826,1231
667,BEPC,1791863,Brookfield Renewable Corp ,4911,1231
668,CTLT,1596783,"Catalent, Inc. ",2834,0630
669,SNN,845982,SMITH & NEPHEW PLC ,3842,1231
670,FANDY,1454175,FirstRand Ltd / ADR ,NaN,NaN
671,GSX,1768259,GSX Techedu Inc. ,8200,1231
672,EXAS,1124140,EXACT SCIENCES CORP ,8731,1231
673,XYL,1524472,Xylem Inc. ,3561,1231
674,PKX,889132,POSCO ,3312,1231
675,ETSY,1370637,ETSY INC ,7389,1231
676,CCC,1764046,CLARIVATE Plc ,7374,1231
677,BR,1383312,"BROADRIDGE FINANCIAL SOLUTIONS, INC. ",7389,0630
678,SYIEY,1444718,Symrise AG ,NaN,NaN
679,CICOY,1445161,"COSCO SHIPPING Holdings Co., Ltd./ADR ",NaN,NaN
680,GDS,1526125,GDS Holdings Ltd ,7370,NaN
681,HUBS,1404655,HUBSPOT INC ,7372,1231
682,QRVO,1604778,"Qorvo, Inc. ",3674,0403
683,SGIOY,1281721,SHIONOGI & CO LTD ,8880,NaN
684,TYL,860731,TYLER TECHNOLOGIES INC ,7372,1231
685,CHKP,1015922,CHECK POINT SOFTWARE TECHNOLOGIES LTD ,7372,1231
686,RCL,884887,ROYAL CARIBBEAN CRUISES LTD ,4400,1231
687,HEI,46619,HEICO CORP ,3724,1031
688,ZI,1794515,ZoomInfo Technologies Inc. ,7372,1231
689,STE,1757898,STERIS plc ,3842,0331
690,IQ,1722608,"iQIYI, Inc. ",7841,1231
691,ESS,920522,"ESSEX PROPERTY TRUST, INC. ",6798,1231
692,HIG,874766,"HARTFORD FINANCIAL SERVICES GROUP, INC. ",6331,1231
693,DGX,1022079,QUEST DIAGNOSTICS INC ,8071,1231
694,MLM,916076,MARTIN MARIETTA MATERIALS INC ,1400,1231
695,AKAM,1086222,AKAMAI TECHNOLOGIES INC ,7389,1231
696,ET,1276187,Energy Transfer LP ,4922,1231
697,PEAK,765880,"HEALTHPEAK PROPERTIES, INC. ",6798,1231
698,NVZMY,1131345,NOVOZYMES AS/FI ,NaN,NaN
699,FOXA,1754301,Fox Corp ,4833,0630
700,CCCGY,1448985,China Communications Construction Co ,NaN,NaN
701,KB,1445930,KB Financial Group Inc. ,6029,1231
702,AEM,2809,AGNICO EAGLE MINES LTD ,1040,1231
703,LSXMA,1560385,Liberty Media Corp ,4833,1231
704,ENPH,1463101,"Enphase Energy, Inc. ",3674,1231
705,WHLKF,1449594,Wheelock & Co Ltd ,NaN,NaN
706,CWYCY,1436965,CHINA RAILWAY CONSTRUCTION CORP LTD ,NaN,1231
707,TIF,98246,TIFFANY & CO ,5944,0131
708,NUE,73309,NUCOR CORP ,3312,1231
709,PXD,1038357,PIONEER NATURAL RESOURCES CO ,1311,1231
710,VAR,203527,VARIAN MEDICAL SYSTEMS INC ,3845,1002
711,WORK,1764925,"Slack Technologies, Inc. ",7372,0131
712,VIPS,1529192,Vipshop Holdings Ltd ,5961,1231
713,INVH,1687229,Invitation Homes Inc. ,6510,1231
714,FUJHY,800364,FUJI HEAVY INDUSTRIES LTD                               /FI ,NaN,0331
715,HZNP,1492426,Horizon Therapeutics Public Ltd Co ,2834,1231
716,NVR,906163,NVR INC ,1531,1231
717,URI,1067701,UNITED RENTALS NORTH AMERICA INC ,7359,1231
718,CE,1306830,Celanese Corp ,2820,1231
719,KMX,1170010,CARMAX INC ,5500,0228
720,CAIXY,1535628,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
721,FTCH,1740915,Farfetch Ltd ,7389,1231
722,ULTA,1403568,"Ulta Beauty, Inc. ",5990,0130
723,DQJCY,1446597,Don Quijote Holdings Co Ltd ,8880,0630
724,SHG,1263043,SHINHAN FINANCIAL GROUP CO LTD ,6021,NaN
725,MTB,36270,M&T BANK CORP ,6022,1231
726,SONVY,1450681,Sonova Holding AG / ADR ,NaN,NaN
727,BURL,1579298,"Burlington Stores, Inc. ",5311,0201
728,AVTR,1722482,GOLDMAN SACHS GROUP INC ,6211,1231
729,CAH,721371,CARDINAL HEALTH INC ,5122,0630
730,UI,1511737,Ubiquiti Inc. ,3663,0630
731,TSCO,916365,TRACTOR SUPPLY CO /DE/ ,5200,1228
732,EXPD,746515,EXPEDITORS INTERNATIONAL OF WASHINGTON INC ,4731,1231
733,BIP,1406234,Brookfield Infrastructure Partners L.P. ,4400,1231
734,KEY,91576,KEYCORP /NEW/ ,6021,1231
735,FE,1031296,FIRSTENERGY CORP ,4911,1231
736,NMR,1163653,NOMURA HOLDINGS INC ,6211,0331
737,DPZ,1286681,DOMINOS PIZZA INC ,5140,1229
738,BXP,1037540,BOSTON PROPERTIES INC ,6798,1231
739,OPHLY,940821,ONO PHARMACEUTICAL CO LTD ,NaN,NaN
740,SKM,1015650,SK TELECOM CO LTD ,4812,1231
741,XNGSY,1454948,ENN Energy Holdings Ltd / ADR ,NaN,NaN
742,SUI,912593,SUN COMMUNITIES INC ,6798,1231
743,BPY,1545772,Brookfield Property Partners L.P. ,6500,1231
744,MDB,1441816,FMR LLC ,0000,1231
745,FMC,37785,FMC CORP ,2800,1231
746,CPB,16732,CAMPBELL SOUP CO ,2000,0802
747,CTXS,877890,CITRIX SYSTEMS INC ,7372,1231
748,RF,1281761,REGIONS FINANCIAL CORP ,6021,1231
749,IEX,832101,IDEX CORP /DE/ ,3561,1231
750,ZEN,1463172,"Zendesk, Inc. ",7374,1231
751,WMG,1319161,Warner Music Group Corp. ,7900,0930
752,GDRX,1809519,"LIGHT STREET CAPITAL MANAGEMENT, LLC ",NaN,1231
753,TXG,1770787,"10x Genomics, Inc. ",3826,1231
754,RNECY,1246135,NEC ELECTRONICS CORP ,8880,NaN
755,OKE,1039684,ONEOK INC /NEW/ ,4923,1231
756,BKI,1627014,"Black Knight, Inc. ",7372,1231
757,HRELY,1445159,"Haier Electronics Group Co., Ltd./ADR ",8880,NaN
758,PKI,31791,PERKINELMER INC ,3826,1229
759,VIV,1066119,TELEFONICA BRASIL S.A. ,4813,NaN
760,NICE,1003935,NICE Ltd. ,7372,1231
761,EXR,1289490,Extra Space Storage Inc. ,6798,1231
762,MAS,62996,MASCO CORP /DE/ ,3430,1231
763,HES,4447,HESS CORP ,2911,1231
764,AGR,1634997,"Avangrid, Inc. ",4911,1231
765,TRMB,864749,TRIMBLE INC. ,3829,0103
766,MAA,912595,MID AMERICA APARTMENT COMMUNITIES INC. ,6798,1231
767,TDY,1094285,TELEDYNE TECHNOLOGIES INC ,3812,0103
768,PAGS,1712807,PagSeguro Digital Ltd. ,7374,1231
769,DRE,783280,DUKE REALTY CORP ,6798,1231
770,CDAY,1725057,Ceridian HCM Holding Inc. ,7372,1231
771,ALNY,1178670,"ALNYLAM PHARMACEUTICALS, INC. ",2834,1231
772,STX,1137789,Seagate Technology plc ,3572,0703
773,WIX,1576789,Wix.com Ltd. ,7370,1231
774,DRI,940944,DARDEN RESTAURANTS INC ,5812,0530
775,LDOS,1336920,"Leidos Holdings, Inc. ",7373,0101
776,LYV,1335258,"Live Nation Entertainment, Inc. ",7900,1231
777,CNHI,1567094,CNH Industrial N.V. ,3531,1231
778,RKUNY,1294591,"Rakuten, Inc. ",NaN,NaN
779,ATASY,1437775,BANK OF NEW YORK / ADR DIVISION ,8880,NaN
780,ACGL,947484,ARCH CAPITAL GROUP LTD. ,6331,1231
781,HAL,45012,HALLIBURTON CO ,1389,1231
782,GPC,40987,GENUINE PARTS CO ,5013,1231
783,JBHT,728535,HUNT J B TRANSPORT SERVICES INC ,4213,1231
784,MPWR,1280452,MONOLITHIC POWER SYSTEMS INC ,3674,1231
785,WAT,1000697,WATERS CORP /DE/ ,3826,1231
786,CFG,759944,CITIZENS FINANCIAL GROUP INC/RI ,6022,1231
787,SZLMY,1438844,Swiss Life Holding ,NaN,NaN
788,NIPNF,72127,NEC CORP ,3570,0331
789,UMC,1033767,UNITED MICROELECTRONICS CORP ,3674,1231
790,FICO,814547,FAIR ISAAC CORP ,7389,0930
791,ELAN,1739104,Elanco Animal Health Inc ,2834,1231
792,SHMAY,1555379,"Citibank,N.A./ADR ",NaN,1231
793,LNG,3570,"Cheniere Energy, Inc. ",4924,1231
794,MKL,1096343,MARKEL CORP ,6331,1231
795,LOGI,1032975,LOGITECH INTERNATIONAL S.A. ,3577,0331
796,AES,874761,AES CORP ,4991,1231
797,VICI,1705696,VICI PROPERTIES INC. ,6798,1231
798,AVLR,1348036,"AVALARA, INC. ",7372,1231
799,WAB,943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP ,3743,1231
800,HDELY,1400691,HeidelbergCement AG ,8880,1231
801,CUK,1125259,CARNIVAL CORP ,4400,1130
802,J,52988,JACOBS ENGINEERING GROUP INC /DE/ ,1600,1002
803,CZR,1590895,"Caesars Entertainment, Inc. ",7011,1231
804,BMRN,1048477,BIOMARIN PHARMACEUTICAL INC ,2834,1231
805,NDVLY,800928,NEW WORLD DEVELOPMENT CO LTD                            /FI ,8880,0630
806,CKISY,1065989,CK Infrastructure Holdings Limited/ADR ,NaN,NaN
807,GNRC,1474735,GENERAC HOLDINGS INC. ,3621,1231
808,POOL,945841,VANGUARD GROUP INC ,NaN,1231
809,IT,749251,GARTNER INC ,8741,1231
810,MASI,937556,MASIMO CORP ,3845,0102
811,MONOY,1583055,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
812,HPE,1645590,Hewlett Packard Enterprise Co ,5045,1031
813,BRO,79282,"BROWN & BROWN, INC. ",6411,1231
814,MGM,789570,MGM Resorts International ,7011,1231
815,PFG,1126328,PRINCIPAL FINANCIAL GROUP INC ,6321,1231
816,ALB,915913,ALBEMARLE CORP ,2821,1231
817,CVAC,1809122,CureVac N.V. ,2834,1231
818,TW,1758730,Tradeweb Markets Inc. ,6200,1231
819,SJM,91419,J M SMUCKER Co ,2033,0430
820,AEOXF,1450280,Aeroports de Paris SA / ADR ,NaN,NaN
821,ZNH,1041668,CHINA SOUTHERN AIRLINES CO LTD ,4512,1231
822,PBA,1546066,PEMBINA PIPELINE CORP ,1382,1231
823,LBTYA,1570585,Liberty Global plc ,4841,1231
824,EDNMY,1581671,Edenred/ADR ,8880,NaN
825,NNGRY,1690981,NN Group NV/ADR ,NaN,1231
826,LNT,352541,ALLIANT ENERGY CORP ,4931,1231
827,EMN,915389,EASTMAN CHEMICAL CO ,2821,1231
828,SWGAY,1438845,Swatch Group AG\ADR ,NaN,NaN
829,CCK,1219601,CROWN HOLDINGS INC ,3411,1231
830,DVCMY,1163417,DAVIDE CAMPARI-MILANO N.V. ,NaN,1231
831,KKPNY,1001474,KONINKLIJKE KPN N V ,4813,1231
832,WDC,106040,WESTERN DIGITAL CORP ,3572,0703
833,GDDY,1609711,GoDaddy Inc. ,7373,1231
834,IKTSY,1444714,Intertek Group plc ,NaN,NaN
835,OMC,29989,OMNICOM GROUP INC. ,7311,1231
836,CNP,1130310,CENTERPOINT ENERGY INC ,4911,1231
837,SUZ,909327,Suzano S.A. ,2621,NaN
838,NVCR,1645113,NovoCure Ltd ,3841,1231
839,CHRW,1043277,"C. H. ROBINSON WORLDWIDE, INC. ",4731,1231
840,LYFT,1759509,"Lyft, Inc. ",7389,1231
841,IMO,49938,IMPERIAL OIL LTD ,2911,1231
842,ERIE,922621,ERIE INDEMNITY CO ,6411,1231
843,ALSMY,1062066,ALSTOM ,3621,NaN
844,CINF,20286,CINCINNATI FINANCIAL CORP ,6331,1231
845,HAS,46080,"HASBRO, INC. ",3944,1227
846,LN,1611820,LINE Corp ,7370,1231
847,MTUAY,1342237,MTU AERO ENGINES HOLDING AG ,NaN,NaN
848,SEDG,1419612,"SOLAREDGE TECHNOLOGIES, INC. ",3674,1231
849,CGNX,851205,COGNEX CORP ,3823,1231
850,OXY,797468,OCCIDENTAL PETROLEUM CORP /DE/ ,1311,1231
851,CJEWY,1555574,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
852,ARGX,1697862,ARGENX SE ,2836,1231
853,MOH,1179929,"MOLINA HEALTHCARE, INC. ",6324,1231
854,NTCO,1776967,Natura &Co Holding S.A. ,2844,1231
855,JKHY,779152,HENRY JACK & ASSOCIATES INC ,7373,0630
856,PKG,75677,PACKAGING CORP OF AMERICA ,2650,1231
857,AVY,8818,Avery Dennison Corp ,2670,0102
858,YSG,1819580,Yatsen Holding Ltd ,2844,1231
859,KIKOY,1446656,Kikkoman Corp ,NaN,0331
860,ABMD,815094,ABIOMED INC ,3841,0331
861,KEP,887225,KOREA ELECTRIC POWER CORP ,4911,1231
862,PSMMY,1439580,Persimmon ,NaN,NaN
863,RJF,720005,RAYMOND JAMES FINANCIAL INC ,6211,0930
864,EVRG,1711269,"Evergy, Inc. ",4931,1231
865,PRDSY,1527249,Prada S.p.A./ADR ,8880,NaN
866,HBAN,49196,HUNTINGTON BANCSHARES INC/MD ,6021,1231
867,BAH,1443646,Booz Allen Hamilton Holding Corp ,8742,0331
868,ENTG,1101302,ENTEGRIS INC ,3089,1231
869,WPC,1025378,W. P. Carey Inc. ,6798,1231
870,ILIAY,1570932,"JPMorgan Chase Bank, N.A. - ADR Depositary ",8880,1231
871,FDS,1013237,FACTSET RESEARCH SYSTEMS INC ,7370,0831
872,DVA,927066,DAVITA INC. ,8090,1231
